cd_cnpj;de_ramo_atividade_principal;cod_ramo_atividade_principal;cd_ramo_atividade;nu_ordem;de_ramo_atividade
01842692000340;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
08011204000300;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700~@~4784900;0~@~1;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
02492300000160;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;4772500;0;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
06017879000160;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
11764591000190;CABELEIREIROS, MANICURE E PEDICURE;9602501;9602501;0;CABELEIREIROS, MANICURE E PEDICURE
15317299000180;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;1412601;1412601~@~1412602~@~4781400;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
12315664000200;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
93592053000120;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;4773300;4773300;0;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS
11757919000140;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
01522225000170;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4729699;4729699;0;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
12907373000120;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9329899;9329899~@~9430800~@~9493600;0~@~1~@~2;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE~@~OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
15816837000180;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
05288223000110;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;6204000;6204000;0;CONSULTORIA EM TECNOLOGIA DA INFORMACAO
07780388000130;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;4754702;4754702;0;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
07523260000190;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;4520001;4520001~@~4520002~@~4520003~@~4520004;0~@~1~@~2~@~3;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
89058275000190;TABACARIA;4729601;4729601;0;TABACARIA
72381064000190;CONDOMINIOS PREDIAIS;8112500;8112500;0;CONDOMINIOS PREDIAIS
03560867000190;TRANSPORTE ESCOLAR;4924800;4924800;0;TRANSPORTE ESCOLAR
11659525000150;ALUGUEL DE IMOVEIS PROPRIOS;6463800;6463800~@~6810201~@~6810202~@~6822600;0~@~1~@~2~@~3;ALUGUEL DE IMOVEIS PROPRIOS~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA~@~OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS
70185327000160;EDUCACAO INFANTIL  PREESCOLA;8512100;8512100;0;EDUCACAO INFANTIL  PREESCOLA
10628512000150;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100~@~4713002~@~4729699;0~@~1~@~2;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
08003788000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
04618594000150;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;4771701;0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
15096400000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;1091102;1091102~@~4712100;0~@~1;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
11397865000150;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;5320201;5320201;0;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL
15818745000130;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
06189067000100;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4712100;4712100~@~4744001~@~4744099~@~4772500;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
08315510000160;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;8211300;8211300~@~8219999;0~@~1;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE~@~SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
12413804000100;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;5811500;5811500~@~5819100;0~@~1;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS~@~EDICAO DE LIVROS
04680675000180;RESTAURANTES E SIMILARES;5611201;5611201;0;RESTAURANTES E SIMILARES
13050369000150;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
74875964000110;CONDOMINIOS PREDIAIS;8112500;8112500;0;CONDOMINIOS PREDIAIS
08462628000110;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4321500;4321500~@~4753900~@~6190699~@~9511800~@~9521500;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~INSTALACAO E MANUTENCAO ELETRICA~@~OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
09329935000190;ATIVIDADES PAISAGISTICAS;7410202;7410202~@~8130300~@~8599604;0~@~1~@~2;ATIVIDADES PAISAGISTICAS~@~DESIGN DE INTERIORES~@~TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
02696256000100;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;1610201;1610201;0;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
37262524000160;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;4511102;4511102~@~7490104~@~7711000;0~@~1~@~2;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS~@~COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS~@~LOCACAO DE AUTOMOVEIS SEM CONDUTOR
07186715000120;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;4511101;4511101~@~4511102~@~4530703~@~4530705~@~4541203;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS~@~COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS~@~COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR
07041956000180;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
65212607000180;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4711302;4711302~@~4721102~@~4722901~@~4781400~@~5611203;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
11259266000170;SERVICOS DE ENTREGA RAPIDA;5320201;5320201~@~5320202;0~@~1;SERVICOS DE ENTREGA RAPIDA~@~SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL
11665114000410;CRIACAO DE FRANGOS PARA CORTE;0155501;0155501;0;CRIACAO DE FRANGOS PARA CORTE
01796716000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;4711302;4711302;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS
19682483000180;CONSTRUCAO DE EDIFICIOS;4120400;4120400~@~4299501;0~@~1;CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
04923959000230;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;0810099;0810099~@~4211101~@~4313400~@~4744004~@~7732201;0~@~1~@~2~@~3~@~4;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES~@~COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS~@~CONSTRUCAO DE RODOVIAS E FERROVIAS~@~EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO~@~OBRAS DE TERRAPLENAGEM
04940379000170;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;4322302;4322302;0;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
12823688000270;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;4771701;0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
05796510000130;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4712100;4712100~@~4722901;0~@~1;COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
49448483000180;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;4530703;0;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13174191000150;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
13179646000120;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;4321500;4321500~@~4649402~@~4652400~@~4757100~@~8020001;0~@~1~@~2~@~3~@~4;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO~@~COMERCIO ATACADISTA DE APARELHOS ELETRONICOS DE USO PESSOAL E DOMESTICO~@~COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO~@~INSTALACAO E MANUTENCAO ELETRICA
13213015000180;CURSOS PREPARATORIOS PARA CONCURSOS;8599605;8599605~@~8599699;0~@~1;CURSOS PREPARATORIOS PARA CONCURSOS~@~OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
12101220000190;CABELEIREIROS, MANICURE E PEDICURE;9602501;9602501;0;CABELEIREIROS, MANICURE E PEDICURE
82647884005870;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERESTADUAL;4922101;4922101~@~4922102~@~4922103~@~4929902~@~4930202;0~@~1~@~2~@~3~@~4;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERESTADUAL~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERNACIONAL~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
05137092000170;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;5620101;5620101;0;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS
13101855000150;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;4789001;4789001~@~7420001~@~8592999;0~@~1~@~2;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE
03770003000100;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;3314707;3314707~@~4322302~@~4753900~@~4757100~@~9521500;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO~@~MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
11735882000150;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;3101200;3101200;0;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA
13486606000120;ALUGUEL DE IMOVEIS PROPRIOS;6810201;6810201~@~6810202;0~@~1;ALUGUEL DE IMOVEIS PROPRIOS~@~COMPRA E VENDA DE IMOVEIS PROPRIOS
72945413000150;FABRICACAO DE ESQUADRIAS DE METAL;2512800;2512800;0;FABRICACAO DE ESQUADRIAS DE METAL
12988250000160;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;3329501;3329501~@~4754701~@~4755503~@~9529105;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE MOVEIS~@~REPARACAO DE ARTIGOS DO MOBILIARIO~@~SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL
11980550000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;1414200;1414200~@~4781400;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO
07648079000100;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;3839499;3839499~@~4785799;0~@~1;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS~@~RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE
10927970000190;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
10933277000120;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
11826355000150;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4729699;4729699~@~4781400~@~4923001~@~5611201~@~5611203;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES~@~SERVICO DE TAXI
08679048000180;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;4120400;4120400~@~4292802~@~4321500~@~7719599~@~7732201;0~@~1~@~2~@~3~@~4;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES~@~CONSTRUCAO DE EDIFICIOS~@~INSTALACAO E MANUTENCAO ELETRICA~@~LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR~@~OBRAS DE MONTAGEM INDUSTRIAL
10444442000180;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;5611202~@~5611203;0~@~1;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
12500695000150;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;4722901~@~4724500~@~4729699;0~@~1~@~2;COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
13647526000100;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;6399200;6399200;0;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE
12077064000170;IMPRESSAO DE MATERIAL PARA OUTROS USOS;1813099;1813099~@~4330404;0~@~1;IMPRESSAO DE MATERIAL PARA OUTROS USOS~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
52776234000200;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;5211799;5211799;0;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS
10051464000180;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;1091101;1091101;0;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL
04331488000190;ATIVIDADES DE APOIO A GESTAO DE SAUDE;8650099;8650099~@~8660700;0~@~1;ATIVIDADES DE APOIO A GESTAO DE SAUDE~@~ATIVIDADES DE PROFISSIONAIS DA AREA DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE
05048207000150;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
11012062000130;CRIACAO DE BOVINOS PARA CORTE;0151201;0151201~@~0151202;0~@~1;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE
01079001000640;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;7722500;7722500;0;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES
15822291000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
12500478000160;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;5611202;0;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
15568292000130;COMPRA E VENDA DE IMOVEIS PROPRIOS;6810201;6810201;0;COMPRA E VENDA DE IMOVEIS PROPRIOS
01660890000120;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;4511102~@~7711000;0~@~1;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS~@~LOCACAO DE AUTOMOVEIS SEM CONDUTOR
05498746000190;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;4632001;4632001~@~4632003;0~@~1;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS~@~COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
12974469000100;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;4772500;0;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
11421804000180;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
10300581000130;ALUGUEL DE IMOVEIS PROPRIOS;4110700;4110700~@~6810201~@~6810202~@~6821802~@~7020400;0~@~1~@~2~@~3~@~4;ALUGUEL DE IMOVEIS PROPRIOS~@~ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~CORRETAGEM NO ALUGUEL DE IMOVEIS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
76614296000100;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
