cd_cnpj;de_ramo_atividade_principal;cod_ramo_atividade_principal;cd_ramo_atividade;nu_ordem;de_ramo_atividade
11985729000180;ALUGUEL DE MATERIAL MEDICO;4729602;4729602~@~4771701~@~4772500~@~4773300~@~7729203;0~@~1~@~2~@~3~@~4;ALUGUEL DE MATERIAL MEDICO~@~COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA~@~COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
08195571000130;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;9329899;9329899;0;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
05746625000110;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
66323734000110;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;4731800;4731800~@~4732600~@~4930201~@~4930202;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA DE LUBRIFICANTES~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
15441617000110;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
14368359000120;APICULTURA;0159801;0159801;0;APICULTURA
14587797000180;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;1922502;1922502~@~4520005~@~4520006~@~4731800~@~4784900;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP~@~RERREFINO DE OLEOS LUBRIFICANTES~@~SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES~@~SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
14297607000190;INSTALACAO E MANUTENCAO ELETRICA;4321500;4321500~@~4329199~@~4330404;0~@~1~@~2;INSTALACAO E MANUTENCAO ELETRICA~@~OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
14375024000130;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;8599699;8599699;0;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
14298063000180;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700~@~5611203;0~@~1;COMERCIO VAREJISTA DE BEBIDAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
22776868000110;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;4755503;4755503~@~4781400~@~4782201~@~4782202;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS
16969786000190;SERVICOS AMBULANTES DE ALIMENTACAO;5612100;5612100;0;SERVICOS AMBULANTES DE ALIMENTACAO
61536744005340;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;7490101;7490101;0;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES
15910354000140;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
00821585000100;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
10352157000130;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;6209100;6209100;0;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
07900737000100;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;4213800;4213800;0;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
03548511000130;COMPRA E VENDA DE IMOVEIS PROPRIOS;4512901;4512901~@~4530706~@~6622300~@~6810201~@~6821801;0~@~1~@~2~@~3~@~4;COMPRA E VENDA DE IMOVEIS PROPRIOS~@~CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PECAS E ACESSORIOS NOVOS E USADOS PARA VEICULOS AUTOMOTORES~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES
14002001000180;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;1529700;1529700~@~4782202~@~4789004;0~@~1~@~2;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE
07413142000120;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200~@~9511800;0~@~1;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
79035663000100;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
17025844000190;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;0119909;0119909~@~0119999;0~@~1;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE~@~CULTIVO DE TOMATE RASTEIRO
15611181000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
06872739000170;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;4639702;4639702;0;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
15902589000190;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
10393471000160;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;6462000;6462000;0;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
01845753000160;ATIVIDADES DE ORGANIZACOES SINDICAIS;9420100;9420100;0;ATIVIDADES DE ORGANIZACOES SINDICAIS
09625984000170;REGULACAO DAS ATIVIDADES ECONOMICAS;7112000;7112000~@~8413200;0~@~1;REGULACAO DAS ATIVIDADES ECONOMICAS~@~SERVICOS DE ENGENHARIA
91008037000200;COMERCIO VAREJISTA DE CALCADOS;4782201;4782201;0;COMERCIO VAREJISTA DE CALCADOS
15990793000100;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
15986239000150;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
07997342001300;CULTIVO DE AMENDOIM;0113000;0113000~@~0115600~@~0116401;0~@~1~@~2;CULTIVO DE AMENDOIM~@~CULTIVO DE CANADEACUCAR~@~CULTIVO DE SOJA
12488574000130;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;5611202~@~5611203;0~@~1;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
11790007000170;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
09647197000120;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
07515692000150;OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;5590699;5590699;0;OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE
07191536000180;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;8630501;8630501~@~8630502~@~8630503~@~8711501~@~8711503;0~@~1~@~2~@~3~@~4;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES~@~ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS~@~ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS~@~ATIVIDADES DE ASSISTENCIA A DEFICIENTES FISICOS, IMUNODEPRIMIDOS E CONVALESCENTES~@~CLINICAS E RESIDENCIAS GERIATRICAS
13295005000130;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400~@~7319002;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~PROMOCAO DE VENDAS
06158956000100;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;4771701;0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
10967599000190;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;9329899;9329899;0;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
09470671000190;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502~@~4781400~@~4782201~@~4782202~@~4789001;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
08925260000180;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;4789008;4789008~@~7420001;0~@~1;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA~@~COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM
13740796000160;REPARACAO DE ARTIGOS DO MOBILIARIO;9529105;9529105;0;REPARACAO DE ARTIGOS DO MOBILIARIO
13971686000100;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930201;4930201~@~4930202~@~4930203~@~4930204;0~@~1~@~2~@~3;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL~@~TRANSPORTE RODOVIARIO DE MUDANCAS~@~TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS
07012581000120;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;6202300;6202300~@~6203100;0~@~1;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS~@~DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS
07184141000150;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
09221273000130;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;0161099;0161099;0;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE
09058172000190;AGENCIAS DE VIAGENS;7911200;7911200;0;AGENCIAS DE VIAGENS
09242151000120;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;4774100~@~4781400~@~4782201~@~4782202~@~4789001;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
15859123000150;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
13964990000120;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
06081743000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
15147950000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4763602;4763602~@~4781400~@~4789001;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
15507292000120;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;4723700;4723700~@~5611202~@~5611203;0~@~1~@~2;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~COMERCIO VAREJISTA DE BEBIDAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
03990504000780;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;4774100;0;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
15823437000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
00632834000110;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;5611202;0;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
13220198000160;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;4672900;4672900~@~5320202;0~@~1;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS~@~SERVICOS DE ENTREGA RAPIDA
13537297000170;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;4789099~@~7111100~@~7112000~@~7119703~@~7490199;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS DE ARQUITETURA~@~SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA~@~SERVICOS DE ENGENHARIA
00126070000190;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;4642701;4642701;0;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA
05170186000140;LOCACAO DE MAODEOBRA TEMPORARIA;7820500;7820500;0;LOCACAO DE MAODEOBRA TEMPORARIA
13511474000140;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;1412601~@~8219999;0~@~1;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE
11670799000140;PRODUCAO MUSICAL;9001902;9001902;0;PRODUCAO MUSICAL
08005242000180;CRIACAO DE BOVINOS PARA CORTE;0151201;0151201~@~0151202;0~@~1;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE
16007968000180;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
16039249000140;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
16084792000160;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
16089548000190;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
16052994000120;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
15166707000140;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;3101200;3101200~@~4744002;0~@~1;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS~@~FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA
00247951000160;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM;4616800;4616800;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM
02129541000140;EDUCACAO INFANTIL  CRECHE;8511200;8511200;0;EDUCACAO INFANTIL  CRECHE
08420449000110;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4729699;4729699~@~4789099;0~@~1;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
97520611000100;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;5611202;0;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
05973414000110;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;6201501;6201501~@~9511800;0~@~1;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
69164366000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
11258964000150;LOCACAO DE MAODEOBRA TEMPORARIA;7820500;7820500;0;LOCACAO DE MAODEOBRA TEMPORARIA
05556128000150;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;6201501;6201501~@~6204000;0~@~1;CONSULTORIA EM TECNOLOGIA DA INFORMACAO~@~DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
11136625000100;CABELEIREIROS, MANICURE E PEDICURE;9602501;9602501;0;CABELEIREIROS, MANICURE E PEDICURE
70018247000110;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR;7739003;7739003~@~7739099~@~9001999;0~@~1~@~2;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR~@~ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES~@~ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE
13888230000180;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13869236000100;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;2542000;2542000;0;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS
13741214000160;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4753900;4753900~@~4754701~@~4761003~@~4781400~@~4782201;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
07065616000190;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
15185971000120;TRANSPORTE ESCOLAR;4924800;4924800~@~4930201;0~@~1;TRANSPORTE ESCOLAR~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
14476231000180;COMERCIO VAREJISTA DE MOVEIS;3101200;3101200~@~4754701;0~@~1;COMERCIO VAREJISTA DE MOVEIS~@~FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA
14032582000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;1412601;1412601~@~4781400;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
13240103000170;COMERCIO VAREJISTA DE BEBIDAS;1053800;1053800~@~4721104~@~4723700~@~8299707;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES~@~FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS~@~SALAS DE ACESSO A INTERNET
01700790000180;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
04620457000150;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
92753011000160;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;4744001;4744001;0;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
07450289000190;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;4619200;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
16514158000110;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5620104;5620104;0;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
86827847000240;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
14750705000130;ATIVIDADE ODONTOLOGICA;8630504;8630504;0;ATIVIDADE ODONTOLOGICA
15207872000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;4530703~@~4541205~@~4712100~@~4732600~@~4759899;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS~@~COMERCIO VAREJISTA DE LUBRIFICANTES~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
10646049000170;CARGA E DESCARGA;4930202;4930202~@~4930203~@~5212500~@~7711000~@~7719599;0~@~1~@~2~@~3~@~4;CARGA E DESCARGA~@~LOCACAO DE AUTOMOVEIS SEM CONDUTOR~@~LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS
74235367000120;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;1412601~@~1412603;0~@~1;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
